VM,IPv4,Folder,OS
VM-01-29-01-001,172.17.29.80,/KleeGroup-Hosting/DC4/ALLIANZ/Prod,Red Hat Enterprise Linux 7 (64-bit)
VM-01-29-02-001,172.17.29.81,/KleeGroup-Hosting/DC4/ALLIANZ/Prod,Red Hat Enterprise Linux 7 (64-bit)
VM-01-29-02-002,172.17.29.83,/KleeGroup-Hosting/DC4/ALLIANZ/Prod,Red Hat Enterprise Linux 7 (64-bit)
VM-01-29-12-001,172.17.29.84,/KleeGroup-Hosting/DC4/ALLIANZ/Prod,Red Hat Enterprise Linux 7 (64-bit)
VM-01-29-16-001,172.17.29.29,/KleeGroup-Hosting/DC4/ALLIANZ/Prod,CentOS 7 (64-bit)
VM-01-29-17-001,172.17.29.82,/KleeGroup-Hosting/DC4/ALLIANZ/Prod,Red Hat Enterprise Linux 7 (64-bit)
VM-01-30-01-001,192.168.114.171,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-30-16-004,192.168.114.75,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-30-16-005,192.168.114.76,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2022 (64-bit)
VM-01-30-77-001,192.168.114.121,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-30-77-002,192.168.124.121,/KleeGroup-Hosting/DC4/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-30-78-001,192.168.114.180,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-30-78-100,192.168.114.163,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-30-78-101,192.168.114.162,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-30-80-001,192.168.114.124,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-30-99-001,192.168.114.126,/KleeGroup-Hosting/TCC/Publisoft,Microsoft Windows Server 2012 (64-bit)
VM-01-31-01-001,172.17.31.66,/KleeGroup-Hosting/DC4/SNCF,CentOS 7 (64-bit)
VM-01-31-02-001,172.17.31.67,/KleeGroup-Hosting/DC4/SNCF,Red Hat Enterprise Linux 7 (64-bit)
VM-01-31-16-001,172.17.31.23,/KleeGroup-Hosting/DC4/SNCF,CentOS 7 (64-bit)
VM-01-31-17-001,172.17.31.68,/KleeGroup-Hosting/DC4/SNCF,Red Hat Enterprise Linux 7 (64-bit)
VM-01-33-01-201,172.16.92.111,/KleeGroup-Hosting/TCC/CFAO,Microsoft Windows Server 2016 or later (64-bit)
VM-01-33-01-202,172.16.92.112,/KleeGroup-Hosting/TCC/CFAO,Microsoft Windows Server 2016 or later (64-bit)
VM-01-33-16-201,172.16.92.19,/KleeGroup-Hosting/TCC/CFAO,Microsoft Windows Server 2016 or later (64-bit)
VM-01-33-22-201,172.16.92.113,/KleeGroup-Hosting/TCC/CFAO,Microsoft Windows Server 2019 (64-bit)
VM-01-33-22-202,172.16.92.114,/KleeGroup-Hosting/TCC/CFAO,Microsoft Windows Server 2016 or later (64-bit)
VM-01-33-77-201,172.16.92.110,/KleeGroup-Hosting/TCC/CFAO,Microsoft Windows Server 2016 or later (64-bit)
VM-01-33-77-202,172.16.192.110,/KleeGroup-Hosting/DC4/CFAO,Microsoft Windows Server 2016 or later (64-bit)
VM-01-33-78-201,172.16.92.115,/KleeGroup-Hosting/TCC/CFAO,Microsoft Windows Server 2016 or later (64-bit)
VM-01-33-VADC-001,172.16.92.123,/KleeGroup-Hosting/TCC/CFAO,Ubuntu Linux (64-bit)
VM-01-33-VADC-002,172.16.92.124,/KleeGroup-Hosting/TCC/CFAO,Ubuntu Linux (64-bit)
VM-01-36-01-001,172.17.36.66,/KleeGroup-Hosting/DC4/TAE,Red Hat Enterprise Linux 7 (64-bit)
VM-01-36-02-001,172.17.36.67,/KleeGroup-Hosting/DC4/TAE,CentOS 7 (64-bit)
VM-01-36-02-002,172.17.36.199,/KleeGroup-Hosting/TCC/TAE,Red Hat Enterprise Linux 7 (64-bit)
VM-01-36-16-001,172.17.36.23,/KleeGroup-Hosting/DC4/TAE,Red Hat Enterprise Linux 7 (64-bit)
VM-01-36-16-002,172.17.36.154,/KleeGroup-Hosting/TCC/TAE,Red Hat Enterprise Linux 7 (64-bit)
VM-01-36-17-001,172.17.36.68,/KleeGroup-Hosting/DC4/TAE,Red Hat Enterprise Linux 7 (64-bit)
VM-01-37-01-001,172.17.37.66,/KleeGroup-Hosting/DC4/FEI,Debian GNU/Linux 10 (64-bit)
VM-01-37-01-002,172.17.37.67,/KleeGroup-Hosting/DC4/FEI,Debian GNU/Linux 10 (64-bit)
VM-01-37-01-101,172.17.37.68,/KleeGroup-Hosting/DC4/FEI,Debian GNU/Linux 10 (64-bit)
VM-01-37-16-001,172.17.37.18,/KleeGroup-Hosting/DC4/FEI,Microsoft Windows Server 2016 or later (64-bit)
VM-01-37-17-001,172.17.37.19,/KleeGroup-Hosting/DC4/FEI,Debian GNU/Linux 10 (64-bit)
VM-01-37-18-001,172.17.37.20,/KleeGroup-Hosting/DC4/FEI,Debian GNU/Linux 10 (64-bit)
VM-01-41-01-101,172.17.41.70,/KleeGroup-Hosting/DC4/Safe Easy,Red Hat Enterprise Linux 7 (64-bit)
VM-01-41-02-101,172.17.41.71,/KleeGroup-Hosting/DC4/Safe Easy,Red Hat Enterprise Linux 7 (64-bit)
VM-01-41-02-102,172.17.41.203,/KleeGroup-Hosting/TCC/Safe Easy,Red Hat Enterprise Linux 7 (64-bit)
VM-01-41-16-101,172.17.41.25,/KleeGroup-Hosting/DC4/Safe Easy,Red Hat Enterprise Linux 7 (64-bit)
VM-01-41-16-102,172.17.41.156,/KleeGroup-Hosting/TCC/Safe Easy,Red Hat Enterprise Linux 7 (64-bit)
VM-01-41-17-101,172.17.41.72,/KleeGroup-Hosting/DC4/Safe Easy,Red Hat Enterprise Linux 7 (64-bit)
VM-01-42-01-001,172.17.42.66,/KleeGroup-Hosting/DC4/SPARK CEVA,CentOS 7 (64-bit)
VM-01-42-02-001,172.17.42.67,/KleeGroup-Hosting/DC4/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-01-42-02-002,172.17.42.199,/KleeGroup-Hosting/TCC/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-01-42-02-003,172.17.42.71,/KleeGroup-Hosting/DC4/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-01-42-12-001,172.17.42.70,/KleeGroup-Hosting/DC4/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-01-42-16-001,172.17.42.23,/KleeGroup-Hosting/DC4/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-01-42-16-002,172.17.42.154,/KleeGroup-Hosting/TCC/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-01-42-17-001,172.17.42.68,/KleeGroup-Hosting/DC4/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-01-45-01-001,172.17.45.66,/KleeGroup-Hosting/DC4/GALIMMO,Debian GNU/Linux 10 (64-bit)
VM-01-45-16-001,172.17.45.18,/KleeGroup-Hosting/DC4/GALIMMO,Debian GNU/Linux 10 (64-bit)
VM-01-45-17-001,172.17.45.19,/KleeGroup-Hosting/DC4/GALIMMO,Debian GNU/Linux 10 (64-bit)
VM-01-46-01-001,172.17.46.66,/KleeGroup-Hosting/TCC/TOTAL,CentOS 7 (64-bit)
VM-01-46-01-002,172.17.46.67,/KleeGroup-Hosting/TCC/TOTAL,CentOS 7 (64-bit)
VM-01-46-02-001,172.17.46.68,/KleeGroup-Hosting/TCC/TOTAL,CentOS 7 (64-bit)
VM-01-46-02-002,172.17.46.199,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-01-46-06-001,172.17.46.72,/KleeGroup-Hosting/TCC/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-01-46-12-001,172.17.46.71,/KleeGroup-Hosting/TCC/TOTAL,CentOS 7 (64-bit)
VM-01-46-16-001,172.17.46.23,/KleeGroup-Hosting/TCC/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-01-46-16-002,172.17.46.154,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-01-46-17-001,172.17.46.70,/KleeGroup-Hosting/TCC/TOTAL,CentOS 7 (64-bit)
VM-01-46-90-001,192.168.242.208,/KleeGroup-Hosting/TCC/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-01-46-90-001,172.17.46.92,/KleeGroup-Hosting/TCC/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-01-47-01-001,172.17.47.66,/KleeGroup-Hosting/DC4/CERTDC,Other (32-bit)
VM-01-47-01-002,172.17.47.67,/KleeGroup-Hosting/DC4/CERTDC,Other (32-bit)
VM-01-47-01-101,172.17.47.68,/KleeGroup-Hosting/DC4/CERTDC,Other (32-bit)
VM-01-47-01-102,172.17.47.69,/KleeGroup-Hosting/DC4/CERTDC,Other (32-bit)
VM-01-47-01-301,172.17.47.74,/KleeGroup-Hosting/DC4/CERTDC,Other (32-bit)
VM-01-47-02-001,172.17.47.70,/KleeGroup-Hosting/DC4/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-01-47-02-002,172.17.47.71,/KleeGroup-Hosting/DC4/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-01-47-02-003,172.17.47.72,/KleeGroup-Hosting/DC4/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-01-47-02-004,172.17.47.73,/KleeGroup-Hosting/DC4/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-01-47-02-201,172.17.47.75,/KleeGroup-Hosting/DC4/CERTDC,Other (32-bit)
VM-01-47-12-001,172.17.47.76,/KleeGroup-Hosting/DC4/CERTDC,Red Hat Enterprise Linux 7 (64-bit)
VM-01-47-16-001,172.17.47.18,/KleeGroup-Hosting/DC4/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-01-47-16-101,172.17.47.20,/KleeGroup-Hosting/DC4/CERTDC,Other (32-bit)
VM-01-47-16-201,172.17.47.21,/KleeGroup-Hosting/DC4/CERTDC,Other (32-bit)
VM-01-47-17-001,172.17.47.19,/KleeGroup-Hosting/DC4/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-01-47-17-301,172.17.47.22,/KleeGroup-Hosting/DC4/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-01-50-01-001,172.17.50.66,/KleeGroup-Hosting/DC4/HAS,CentOS 7 (64-bit)
VM-01-50-02-001,172.17.50.67,/KleeGroup-Hosting/DC4/HAS,CentOS 7 (64-bit)
VM-01-50-02-002,172.17.50.196,/KleeGroup-Hosting/TCC/HAS,CentOS 7 (64-bit)
VM-01-50-06-001,172.17.50.69,/KleeGroup-Hosting/DC4/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-01-50-12-001,172.17.50.70,/KleeGroup-Hosting/DC4/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-01-50-16-001,172.17.50.18,/KleeGroup-Hosting/DC4/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-01-50-16-002,172.17.50.147,/KleeGroup-Hosting/TCC/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-01-50-17-001,172.17.50.71,/KleeGroup-Hosting/DC4/HAS,CentOS 7 (64-bit)
VM-01-51-01-011,172.16.107.211,/KleeGroup-Hosting/TCC/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-01-51-01-012,172.16.107.212,/KleeGroup-Hosting/TCC/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-01-51-16-011,172.16.107.156,/KleeGroup-Hosting/TCC/Malteurop,
VM-01-51-21-011,172.16.107.215,/KleeGroup-Hosting/TCC/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-01-51-22-011,172.16.107.213,/KleeGroup-Hosting/TCC/Malteurop,
VM-01-51-22-012,172.16.107.214,/KleeGroup-Hosting/TCC/Malteurop,
VM-01-51-77-001,172.16.107.216,/KleeGroup-Hosting/TCC/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-01-51-77-002,172.16.107.217,/KleeGroup-Hosting/TCC/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-01-51-77-003,172.16.108.210,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-01-51-78-011,172.16.107.200,/KleeGroup-Hosting/TCC/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-01-52-01-101,10.102.2.214,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2019 (64-bit)
VM-01-52-01-102,10.102.2.215,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2019 (64-bit)
VM-01-52-02-101,10.102.2.216,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2019 (64-bit)
VM-01-52-02-102,10.102.2.217,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-01-52-16-101,10.102.2.146,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-01-52-16-102,10.102.2.147,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2019 (64-bit)
VM-01-52-22-101,10.102.2.219,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2019 (64-bit)
VM-01-52-22-102,10.102.2.220,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2019 (64-bit)
VM-01-52-77-101,10.102.2.222,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-01-52-78-101,10.102.2.221,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2019 (64-bit)
VM-01-53-01-001,172.17.53.196,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-01-002,172.17.53.197,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-02-001,172.17.53.198,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-02-002,172.17.53.199,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-16-001,172.17.53.146,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-22-001,172.17.53.200,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-22-002,172.17.53.201,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-22-003,172.17.53.202,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-77-001,172.17.53.194,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-53-77-002,172.17.53.195,/KleeGroup-Hosting/DC4/ADEO/Production,Microsoft Windows Server 2022 (64-bit)
VM-01-54-01-001,172.17.54.67,/KleeGroup-Hosting/TCC/TERREAL,Microsoft Windows Server 2022 (64-bit)
VM-01-54-16-001,172.17.54.18,/KleeGroup-Hosting/TCC/TERREAL,Microsoft Windows Server 2022 (64-bit)
VM-01-54-22-001,172.17.54.68,/KleeGroup-Hosting/TCC/TERREAL,Microsoft Windows Server 2022 (64-bit)
VM-01-54-77-001,172.17.54.66,/KleeGroup-Hosting/TCC/TERREAL,Microsoft Windows Server 2022 (64-bit)
VM-01-56-01-001,172.17.56.66,/KleeGroup-Hosting/TCC/BNPP,CentOS 7 (64-bit)
VM-01-56-02-001,172.17.56.67,/KleeGroup-Hosting/TCC/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-01-56-06-001,172.17.56.68,/KleeGroup-Hosting/TCC/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-01-56-12-001,172.17.56.69,/KleeGroup-Hosting/TCC/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-01-56-16-001,172.17.56.18,/KleeGroup-Hosting/TCC/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-01-56-17-001,172.17.56.70,/KleeGroup-Hosting/TCC/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-01-57-01-001,172.17.57.66,/KleeGroup-Hosting/DC4/GTT,Debian GNU/Linux 11 (64-bit)
VM-01-57-01-002,172.17.57.67,/KleeGroup-Hosting/DC4/GTT,Debian GNU/Linux 11 (64-bit)
VM-01-57-01-101,172.17.57.68,/KleeGroup-Hosting/DC4/GTT,Debian GNU/Linux 11 (64-bit)
VM-01-57-01-102,172.17.57.69,/KleeGroup-Hosting/DC4/GTT,Other (32-bit)
VM-01-57-16-001,172.17.57.18,/KleeGroup-Hosting/DC4/GTT,Debian GNU/Linux 11 (64-bit)
VM-01-57-16-002,172.17.57.19,/KleeGroup-Hosting/DC4/GTT,Debian GNU/Linux 11 (64-bit)
VM-01-59-01-101,172.17.114.72,/KleeGroup-Hosting/TCC/MOBIVIA,Microsoft Windows Server 2016 or later (64-bit)
VM-01-59-01-102,172.17.114.73,/KleeGroup-Hosting/TCC/MOBIVIA,Microsoft Windows Server 2016 or later (64-bit)
VM-01-59-16-101,172.17.114.118,/KleeGroup-Hosting/TCC/MOBIVIA,Microsoft Windows Server 2016 or later (64-bit)
VM-01-59-22-101,172.17.114.74,/KleeGroup-Hosting/TCC/MOBIVIA,Microsoft Windows Server 2019 (64-bit)
VM-01-59-22-102,172.17.114.75,/KleeGroup-Hosting/TCC/MOBIVIA,Microsoft Windows Server 2016 or later (64-bit)
VM-01-59-77-101,172.17.114.70,/KleeGroup-Hosting/TCC/MOBIVIA,Microsoft Windows Server 2016 or later (64-bit)
VM-01-59-77-102,172.17.114.204,/KleeGroup-Hosting/DC4/MOBIVIA,Microsoft Windows Server 2016 or later (64-bit)
VM-01-59-78-101,172.17.114.71,/KleeGroup-Hosting/TCC/MOBIVIA,Microsoft Windows Server 2016 or later (64-bit)
VM-01-60-01-001,172.17.60.194,/KleeGroup-Hosting/TCC/TIPI,Debian GNU/Linux 11 (64-bit)
VM-01-62-01-101,192.168.164.82,/KleeGroup-Hosting/TCC/Arc,Microsoft Windows Server 2019 (64-bit)
VM-01-62-01-102,192.168.164.83,/KleeGroup-Hosting/TCC/Arc,Microsoft Windows Server 2019 (64-bit)
VM-01-62-16-101,192.168.164.23,/KleeGroup-Hosting/TCC/Arc,Microsoft Windows Server 2016 or later (64-bit)
VM-01-62-22-101,192.168.164.84,/KleeGroup-Hosting/TCC/Arc,Microsoft Windows Server 2016 or later (64-bit)
VM-01-62-22-102,192.168.164.85,/KleeGroup-Hosting/TCC/Arc,Microsoft Windows Server 2016 or later (64-bit)
VM-01-62-77-101,192.168.164.81,/KleeGroup-Hosting/TCC/Arc,Microsoft Windows Server 2016 or later (64-bit)
VM-01-62-77-102,192.168.164.201,/KleeGroup-Hosting/DC4/Arc,Microsoft Windows Server 2016 or later (64-bit)
VM-01-63-01-001,172.17.63.67,/KleeGroup-Hosting/DC4/Eurotoll,CentOS 4/5/6/7 (64-bit)
VM-01-63-01-002,172.17.63.68,/KleeGroup-Hosting/DC4/Eurotoll,CentOS 4/5 (64-bit)
VM-01-63-01-003,172.17.63.195,/KleeGroup-Hosting/TCC/Eurotoll,CentOS 4/5 (64-bit)
VM-01-63-01-101,172.17.63.81,/KleeGroup-Hosting/DC4/Eurotoll,CentOS 7 (64-bit)
VM-01-63-16-001,172.17.63.19,/KleeGroup-Hosting/DC4/Eurotoll,CentOS 4/5 (64-bit)
VM-01-63-16-002,172.17.63.147,/KleeGroup-Hosting/TCC/Eurotoll,CentOS 4/5 (64-bit)
VM-01-63-16-101,172.17.63.23,/KleeGroup-Hosting/DC4/Eurotoll,CentOS 7 (64-bit)
VM-01-63-16-102,?,/KleeGroup-Hosting/DC4/Eurotoll,CentOS 4/5 (64-bit)
VM-01-85-01-101,192.168.185.76,/KleeGroup-Hosting/TCC/Valtech,Microsoft Windows Server 2019 (64-bit)
VM-01-85-01-102,192.168.185.77,/KleeGroup-Hosting/TCC/Valtech,Microsoft Windows Server 2016 or later (64-bit)
VM-01-85-16-101,192.168.185.19,/KleeGroup-Hosting/TCC/Valtech,Microsoft Windows Server 2016 or later (64-bit)
VM-01-85-22-101,192.168.185.78,/KleeGroup-Hosting/TCC/Valtech,Microsoft Windows Server 2016 or later (64-bit)
VM-01-85-22-102,192.168.185.79,/KleeGroup-Hosting/TCC/Valtech,Microsoft Windows Server 2016 or later (64-bit)
VM-01-85-77-101,192.168.185.75,/KleeGroup-Hosting/TCC/Valtech,Microsoft Windows Server 2019 (64-bit)
VM-01-85-77-102,192.168.185.205,/KleeGroup-Hosting/DC4/Valtech,Microsoft Windows Server 2019 (64-bit)
VM-01-87-01-101,192.168.87.73,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-01-87-01-102,192.168.87.74,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-01-87-16-101,192.168.87.19,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-01-87-16-102,192.168.87.20,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-01-87-77-101,192.168.87.71,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-01-87-77-102,192.168.87.72,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-01-87-78-101,192.168.87.75,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-01-97-01-001,172.17.97.66,/KleeGroup-Hosting/DC4/Spark,Red Hat Enterprise Linux 7 (64-bit)
VM-01-97-17-001,172.17.97.18,/KleeGroup-Hosting/DC4/Spark,Red Hat Enterprise Linux 7 (64-bit)
VM-01-97-17-002,172.17.97.19,/KleeGroup-Hosting/DC4/Spark,Red Hat Enterprise Linux 7 (64-bit)
VM-01-97-17-003,172.17.97.20,/KleeGroup-Hosting/DC4/Spark,Red Hat Enterprise Linux 7 (64-bit)
VM-01-98-01-001,172.17.98.66,/KleeGroup-Hosting/DC4/CHATBOT,Debian GNU/Linux 10 (64-bit)
VM-01-98-01-002,172.17.98.67,/KleeGroup-Hosting/DC4/CHATBOT,Debian GNU/Linux 10 (64-bit)
VM-01-98-16-001,172.17.98.18,/KleeGroup-Hosting/DC4/CHATBOT,Debian GNU/Linux 10 (64-bit)
VM-01-99-01-004,192.168.89.251,/KleeGroup-Hosting/TCC/Mutualise,Red Hat Enterprise Linux 6 (64-bit)
VM-01-99-01-005,192.168.89.252,/KleeGroup-Hosting/TCC/Mutualise,Red Hat Enterprise Linux 6 (64-bit)
VM-01-99-01-006,192.168.89.5,/KleeGroup-Hosting/DC4/Mutualise,CentOS 6 (64-bit)
VM-01-99-01-007,192.168.89.6,/KleeGroup-Hosting/DC4/Mutualise,
VM-01-99-01-008,192.168.43.201,/KleeGroup-Hosting/TCC/Mutualise,CentOS 7 (64-bit)
VM-01-99-01-009,192.168.43.33,/KleeGroup-Hosting/TCC/Mutualise,Microsoft Windows Server 2016 or later (64-bit)
VM-01-99-01-050,192.168.180.50,/KleeGroup-Hosting/DC4/Mutualise,CentOS 4/5/6/7 (64-bit)
VM-01-99-01-101,192.168.43.143,/KleeGroup-Hosting/TCC/Kleegroup,Other (32-bit)
VM-01-99-01-201,192.168.43.155,/KleeGroup-Hosting/TCC/KleePerformance,Other (32-bit)
VM-01-99-01-209,192.168.43.110,/KleeGroup-Hosting/TCC/Kleegroup,Other (32-bit)
VM-01-99-01-801,192.168.180.123,/KleeGroup-Hosting/DC4/Management,CentOS 7 (64-bit)
VM-01-99-02-003,192.168.180.29,/KleeGroup-Hosting/DC4/Mutualise,CentOS 4/5 (64-bit)
VM-01-99-02-004,192.168.180.30,/KleeGroup-Hosting/DC4/Mutualise,Red Hat Enterprise Linux 6 (64-bit)
VM-01-99-02-401,192.168.43.91,/KleeGroup-Hosting/TCC/Kleegroup,Other (32-bit)
VM-01-99-02-801,192.168.180.124,/KleeGroup-Hosting/DC4/Management,CentOS 7 (64-bit)
VM-01-99-02-811,192.168.89.92,/KleeGroup-Hosting/DC4/Management,Debian GNU/Linux 11 (64-bit)
VM-01-99-02-812,192.168.89.93,/KleeGroup-Hosting/DC4/Management,Debian GNU/Linux 11 (64-bit)
VM-01-99-02-821,192.168.89.162,/KleeGroup-Hosting,Other (32-bit)
VM-01-99-02-822,192.168.89.163,/KleeGroup-Hosting/TCC/Management,Debian GNU/Linux 11 (64-bit)
VM-01-99-05-801,192.168.140.124,/KleeGroup-Hosting/DC4/Management,CentOS 7 (64-bit)
VM-01-99-16-050,192.168.140.50,/KleeGroup-Hosting/DC4/Mutualise,CentOS 4/5/6/7 (64-bit)
VM-01-99-16-101,192.168.51.100,/KleeGroup-Hosting/TCC/Kleegroup,Other (32-bit)
VM-01-99-16-801,192.168.140.123,/KleeGroup-Hosting/DC4/Management,CentOS 7 (64-bit)
VM-01-99-33-101,192.168.242.221,/KleeGroup-Hosting/TCC/Mutualise,Microsoft Windows Server 2012 (64-bit)
VM-01-99-43-001,192.168.89.77,/KleeGroup-Hosting/DC4/Kleegroup,Microsoft Windows Server 2016 or later (64-bit)
VM-01-99-55-001,192.168.180.55,/KleeGroup-Hosting/DC4/Mutualise,Microsoft Windows Server 2016 (64-bit)
VM-01-99-77-003,192.168.140.31,/KleeGroup-Hosting/DC4/Mutualise,CentOS 4/5 (64-bit)
VM-01-99-77-004,192.168.140.32,/KleeGroup-Hosting/DC4/Mutualise,CentOS 4/5 (64-bit)
VM-01-99-81-001,172.19.78.146,/KleeGroup-Hosting/TCC/Kleegroup,Debian GNU/Linux 10 (64-bit)
VM-01-99-90-001,192.168.242.10,/KleeGroup-Hosting/TCC/Management,CentOS 4/5 (64-bit)
VM-01-99-90-101,192.168.242.15,/KleeGroup-Hosting/TCC/Management,Other 3.x Linux (64-bit)
VM-01-99-90-302,192.168.242.206,/KleeGroup-Hosting/TCC/Management,Microsoft Windows Server 2016 or later (64-bit)
VM-01-K3D-01-101,192.168.43.136,/KleeGroup-Hosting/TCC/KleeMedia,Debian GNU/Linux 11 (64-bit)
VM-01-K3D-16-001,192.168.51.138,/KleeGroup-Hosting/TCC/KleeMedia,CentOS 6 (64-bit)
VM-01-KC-01-001,192.168.116.163,/KleeGroup-Hosting/TCC/KleeCommerce,Microsoft Windows Server 2008 (32-bit)
VM-01-KC-01-015,192.168.116.176,/KleeGroup-Hosting/TCC/KleeCommerce,CentOS 4/5 (64-bit)
VM-01-KC-01-100,192.168.116.189,/KleeGroup-Hosting/TCC/KleeCommerce,Microsoft Windows Server 2016 or later (64-bit)
VM-01-KC-01-101,192.168.116.190,/KleeGroup-Hosting/TCC/KleeCommerce,Microsoft Windows Server 2019 (64-bit)
VM-01-KC-01-102,192.168.116.188,/KleeGroup-Hosting/TCC/KleeCommerce,Microsoft Windows Server 2016 or later (64-bit)
VM-01-KC-01-112,192.168.116.182,/KleeGroup-Hosting/TCC/KleeCommerce,Other (32-bit)
VM-01-KC-02-100,192.168.116.61,/KleeGroup-Hosting/TCC/KleeCommerce,Microsoft Windows Server 2016 or later (64-bit)
VM-01-KC-03-002,192.168.116.168,/KleeGroup-Hosting/TCC/KleeCommerce,Microsoft Windows Server 2012 (64-bit)
